link,title
finance.yahoo.com/news/sunrun-chanel-partner-promote-solar-135001426.html,"Sunrun, CHANEL Partner to Promote Solar Among Californians"
finance.yahoo.com/m/c2db3a30-35f2-3f1f-97e6-1c177f7157e2/why-bloom-energy-sunrun-and.html,"Why Bloom Energy, Sunrun, and Kensington Capital Acquisition Stocks Are All Down Today"
finance.yahoo.com/news/sunrun-run-stock-moves-1-215009834.html,Sunrun (RUN) Stock Moves -1.72%: What You Should Know
