link,title
finance.yahoo.com/m/162a76c4-fe67-3d5f-a7e5-6649c69a6f06/3-signs-docusign-could-be-the.html,3 Signs DocuSign Could Be the Future Leader of a $45 Billion Industry
finance.yahoo.com/m/d457b283-2b2c-3651-a50d-6ca0d3d80e67/why-docusign-and-zoom-video.html,Why DocuSign and Zoom Video Stocks Are Down Today -- but BlackBerry Stock Is Up
finance.yahoo.com/m/320d40fc-8985-319c-8700-c5b9208ad6ad/is-the-market-crashing-4.html,Is the Market Crashing? 4 Stocks You Can Buy Right Now
