Date,Open,High,Low,Close,Adj Close,Volume,3days_before_change
2018-04-27,38.000000,40.889999,37.000000,39.730000,39.730000,16392400,1.0104272634791454
2018-04-30,39.904999,40.189999,37.529999,38.630001,38.630001,3312100,0.9206387493002561
2018-05-01,38.700001,39.889999,37.849998,39.450001,39.450001,1285600,0.9600876368946215
2018-05-02,39.849998,40.500000,38.750000,39.320000,39.320000,1251300,0.9518276215970075
2018-05-03,39.689999,42.560001,38.810001,41.959999,41.959999,2783600,0.9708467845708749
2018-05-04,42.400002,42.660000,41.009998,41.090000,41.090000,763500,0.9317460740020896
2018-05-07,41.650002,41.911999,41.040001,41.310001,41.310001,630800,0.9386503721268062
2018-05-08,41.500000,43.680000,40.500000,43.220001,43.220001,821200,0.9740816311490114
2018-05-09,44.439999,44.869999,43.244999,44.099998,44.099998,1178100,0.9979633174465562
2018-05-10,44.880001,46.699001,43.660000,44.009998,44.009998,1467900,0.9681038048417027
2018-05-11,44.560001,45.889999,44.009998,44.369999,44.369999,761900,0.9809860490824674
2018-05-14,44.990002,45.727001,43.369999,44.189999,44.189999,1031900,0.984187016294565
2018-05-15,44.389999,45.730000,43.494999,45.459999,45.459999,423000,1.015185350942058
2018-05-16,45.340000,45.650002,44.560001,45.230000,45.230000,299000,1.0523499302000932
2018-05-17,45.200001,46.400002,44.549999,44.900002,44.900002,339400,1.0429733575603568
2018-05-18,44.750000,45.000000,44.360001,44.779999,44.779999,350800,0.9859093124574774
2018-05-21,45.500000,45.500000,41.720001,42.980000,42.980000,804400,0.918376087999489
2018-05-22,43.240002,44.720001,42.851002,43.049999,43.049999,1062500,0.9284019824973471
2018-05-23,43.639999,45.619999,43.099998,45.419998,45.419998,1125400,0.9378483997522197
2018-05-24,45.939999,47.700001,45.296001,46.799999,46.799999,1011700,0.9361871799885105
2018-05-25,47.230000,48.900002,46.106998,46.369999,46.369999,678000,0.9309375239723444
2018-05-29,46.669998,49.330002,45.855000,48.430000,48.430000,931100,0.966280945057481
2018-05-30,48.900002,51.000000,48.560001,49.990002,49.990002,830900,0.9317800584611348
