Date,Open,High,Low,Close,Adj Close,Volume,3days_before_change
2019-04-18,23.750000,25.180000,23.049999,24.400000,24.400000,87109500,0.9104477951659624
2019-04-22,24.620001,25.680000,23.570000,24.990000,24.990000,19746800,0.8677083634620959
2019-04-23,25.379999,27.750000,25.230000,25.850000,25.850000,19245400,0.8659966499162479
2019-04-24,26.500000,27.030001,25.933001,26.799999,26.799999,9477200,0.7822533731613177
2019-04-25,27.450001,29.400000,26.670000,28.799999,28.799999,16648300,0.9296319883795997
2019-04-26,29.840000,30.680000,28.370001,29.850000,29.850000,16825600,0.9558117195004804
2019-04-29,30.770000,34.410000,29.860001,34.259998,34.259998,25616700,1.1519837928715537
2019-04-30,35.200001,35.290001,30.530001,30.980000,30.980000,35885700,1.092383600409605
2019-05-01,31.500000,32.889999,30.500000,31.230000,31.230000,13981300,1.0586440677966102
2019-05-02,31.620001,31.680000,28.860001,29.740000,29.740000,14052400,1.0365980816800948
2019-05-03,29.549999,30.549999,28.120001,28.360001,28.360001,10611000,0.9610301931548627
2019-05-06,27.670000,30.000000,26.900000,29.500000,29.500000,9930600,1.0260869565217392
2019-05-07,29.670000,29.750000,28.160000,28.690001,28.690001,6310900,0.9876076415699704
2019-05-08,28.459999,30.200001,28.370001,29.510000,29.510000,7115900,1.1081487460814399
2019-05-09,29.090000,29.260000,28.420000,28.750000,28.750000,4507200,0.9917212832011039
2019-05-10,29.080000,29.450001,27.660000,29.049999,29.049999,5709000,1.0146699271627637
2019-05-13,27.799999,28.000000,26.389999,26.629999,26.629999,9111300,0.8629292980256222
2019-05-14,27.410000,29.020000,27.020000,28.990000,28.990000,7075100,1.0857677495967135
2019-05-15,28.950001,29.100000,28.129999,28.629999,28.629999,4492800,1.1075434816247582
2019-05-16,28.850000,31.150000,28.450001,30.860001,30.860001,17612000,1.2144825265643449
2019-05-17,25.870001,28.120001,25.700001,26.700001,26.700001,26271800,1.085365894308943
2019-05-20,27.240000,27.240000,25.709999,25.850000,25.850000,7269200,1.086134499417416
2019-05-21,26.299999,26.549999,25.299999,25.410000,25.410000,6481700,0.9964705882352941
2019-05-22,25.299999,25.340000,24.100000,24.600000,24.600000,7955700,0.9534884090499384
2019-05-23,24.150000,24.330000,23.600000,23.799999,23.799999,4718200,0.9304143471462081
2019-05-24,24.000000,25.990000,23.889999,25.500000,25.500000,7738300,0.9996079968639748
2019-05-28,25.650000,26.379999,25.410000,25.799999,25.799999,4550900,1.0353129614767254
2019-05-29,25.420000,25.780001,24.950001,25.580000,25.580000,2537700,1.048360655737705
2019-05-30,25.540001,25.889999,25.129999,25.510000,25.510000,1982200,1.0541321878457774
2019-05-31,24.990000,25.629999,24.750000,24.920000,24.920000,2618000,0.9991980353168392
2019-06-03,24.980000,25.139999,24.230000,24.400000,24.400000,3691300,0.9453700482514547
2019-06-04,24.860001,24.950001,24.070000,24.200001,24.200001,3687100,0.8764940283776158
2019-06-05,24.520000,25.070000,23.910000,24.940001,24.940001,2703200,0.8926270618243715
2019-06-06,24.940001,25.969999,24.910000,25.809999,25.809999,3573700,0.9746978474320243
2019-06-07,26.000000,27.740000,25.969999,27.610001,27.610001,6580200,1.0207024776599807
2019-06-10,27.840000,28.950001,27.068001,27.940001,27.940001,5750900,1.0367346925144827
2019-06-11,28.180000,28.190001,26.165001,26.480000,26.480000,4269000,0.9660707770886537
2019-06-12,26.230000,27.500000,26.209999,27.049999,27.049999,3160100,0.9712746499102334
2019-06-13,27.290001,27.360001,26.670000,26.950001,26.950001,1629500,0.9357639561029152
2019-06-14,26.900000,27.959999,26.500000,27.410000,27.410000,2630300,0.9757920968316127
2019-06-17,27.660000,28.730000,27.330999,27.850000,27.850000,4439500,1.0112563176740625
2019-06-18,29.459999,29.809999,28.219999,28.799999,28.799999,8769900,1.0293066118656182
2019-06-19,29.000000,29.100000,27.559999,28.090000,28.090000,3978800,1.0524540632276485
2019-06-20,28.840000,29.080000,27.440001,27.540001,27.540001,3975900,1.0535578444360307
2019-06-21,27.320000,27.980000,27.219999,27.980000,27.980000,5794600,1.0667174990468928
2019-06-24,27.980000,28.110001,26.570000,26.690001,26.690001,3242900,0.9801689680499448
2019-06-25,26.549999,27.090000,25.820000,26.139999,26.139999,2658700,0.9603232902396506
2019-06-26,26.370001,26.690001,25.864000,26.230000,26.230000,1960000,0.9831334332833583
2019-06-27,26.330000,27.370001,26.299999,27.230000,27.230000,2281800,1.0118914901523597
2019-06-28,27.370001,27.650000,26.600000,27.219999,27.219999,2714500,0.9908991623916695
2019-07-01,27.600000,28.049999,26.440001,26.680000,26.680000,3755600,0.9790825688073395
2019-07-02,26.799999,27.160000,26.410000,26.910000,26.910000,2749000,1.0052297347777364
2019-07-03,26.940001,27.690001,26.940001,27.469999,27.469999,2329600,1.0280688633259305
2019-07-05,27.469999,27.500000,26.820000,27.250000,27.250000,1870500,1.0252069224981188
2019-07-08,27.200001,27.850000,26.659000,26.770000,26.770000,2410700,1.025670498084291
2019-07-09,26.770000,27.070000,26.510000,26.719999,26.719999,1793000,1.0117379401741764
2019-07-10,26.959999,27.370001,26.299999,26.580000,26.580000,2727400,0.9966254218222721
2019-07-11,26.709999,26.719999,25.870001,26.100000,26.100000,2843900,0.984534138061109
2019-07-12,26.230000,26.750000,26.129999,26.410000,26.410000,1576400,1.019297568506368
2019-07-15,26.580000,26.889999,26.389999,26.670000,26.670000,1633300,1.0345228458292148
2019-07-16,26.660000,26.990000,26.299999,26.510000,26.510000,1370400,1.037167489717038
2019-07-17,26.600000,26.709999,25.870001,25.910000,25.910000,1815100,0.9881770018374142
2019-07-18,25.719999,25.850000,25.320000,25.780001,25.780001,1292800,0.9626587019171507
2019-07-19,25.850000,26.180000,25.510000,25.559999,25.559999,1563700,0.9187634435657801
2019-07-22,25.629999,26.469999,25.450001,26.219999,26.219999,2757500,0.9503442914099312
2019-07-23,26.520000,26.850000,26.110001,26.780001,26.780001,2391700,0.9688857441709748
2019-07-24,26.930000,28.000000,26.850000,27.820000,27.820000,4305300,0.9985642139783125
2019-07-25,27.920000,27.969999,27.230000,27.590000,27.590000,2253100,0.9640111473091842
2019-07-26,27.980000,28.400000,27.299999,27.639999,27.639999,2727900,0.9534321835115558
2019-07-29,27.799999,28.320000,27.180000,27.860001,27.860001,3178800,0.9844523669417797
2019-07-30,27.610001,29.000000,27.320000,28.620001,28.620001,3728900,0.852546946678582
2019-07-31,28.590000,29.590000,28.430000,28.990000,28.990000,4222100,0.8597271393912472
2019-08-01,28.990000,29.139999,27.910000,28.299999,28.299999,8030300,0.8659730416156671
2019-08-02,32.529999,35.209999,32.279999,33.570000,33.570000,39770800,1.0457944576818976
2019-08-05,32.900002,33.750000,32.150002,33.720001,33.720001,9992200,1.0098832587566116
2019-08-06,34.119999,34.430000,32.009998,32.680000,32.680000,6060600,0.9775650613221657
2019-08-07,32.250000,32.680000,31.520000,32.099998,32.099998,3776400,0.9547887850918734
2019-08-08,32.099998,33.615002,31.670000,33.389999,33.389999,3784700,0.9700755647923048
2019-08-09,33.299999,34.096001,32.810001,33.430000,33.430000,2641700,1.0372323921811977
2019-08-12,33.470001,36.099998,32.930000,33.619999,33.619999,8901700,1.0502968166383515
2019-08-13,33.459999,34.840000,33.400002,34.419998,34.419998,3765000,1.068280475844802
2019-08-14,33.389999,33.880001,32.139999,32.230000,32.230000,3896900,0.9669966416443658
2019-08-15,33.070000,33.200001,31.528999,32.009998,32.009998,4178900,0.9316064338880551
2019-08-16,32.630001,32.770000,32.000000,32.220001,32.220001,2534000,0.8812910316933527
