Date,Open,High,Low,Close,Adj Close,Volume,3days_before_change
2019-04-18,65.000000,66.000000,60.320999,62.000000,62.000000,25764700,0.9810126427054962
2019-04-22,61.000000,68.900002,59.939999,65.699997,65.699997,9949700,1.0107691846153846
2019-04-23,66.870003,74.168999,65.550003,69.000000,69.000000,6786500,1.0419812588042698
2019-04-24,71.400002,71.500000,63.160000,63.200001,63.200001,4973500,0.9270940715004861
2019-04-25,64.739998,66.849998,62.599998,65.000000,65.000000,3863300,0.8969228522571706
2019-04-26,66.120003,66.989998,63.599998,66.220001,66.220001,1527400,0.9101154367752765
2019-04-29,66.529999,68.500000,64.750000,68.169998,68.169998,1822300,0.902913880794702
2019-04-30,68.400002,72.519997,66.669998,72.470001,72.470001,4113100,0.9152563905026521
2019-05-01,72.720001,76.949997,70.816002,72.760002,72.760002,3301900,0.9299591495388331
2019-05-02,72.750000,75.889999,69.691002,75.500000,75.500000,2525300,1.029592226112308
2019-05-03,75.000000,80.250000,75.000000,79.180000,79.180000,2590300,1.019309989701339
2019-05-06,75.010002,80.790001,74.500000,78.239998,78.239998,2051800,1.040287183091174
2019-05-07,77.849998,78.050003,73.250000,73.330002,73.330002,1975200,0.92088414872099
2019-05-08,74.610001,78.500000,74.029999,77.680000,77.680000,2265500,1.0708574431919293
2019-05-09,76.849998,76.989998,74.000000,75.209999,75.209999,1348200,1.0283018871794076
2019-05-10,75.790001,79.739998,74.769997,79.629997,79.629997,1555100,0.9983700476838002
2019-05-13,77.389999,77.389999,70.599998,72.540001,72.540001,2873200,0.8697841637941448
2019-05-14,74.120003,76.885002,73.110001,73.139999,73.139999,1950400,0.8128472611853548
2019-05-15,73.400002,80.000000,72.209999,79.760002,79.760002,2426500,0.9420102029528806
2019-05-16,80.120003,87.550003,79.250000,83.400002,83.400002,4580700,0.9761235960645225
2019-05-17,82.250000,90.279999,81.879997,89.980003,89.980003,3442500,1.0915929030692708
2019-05-20,90.099998,91.459999,83.269997,84.669998,84.669998,3666800,1.0750380377085313
2019-05-21,86.629997,89.699997,84.500000,85.440002,85.440002,2576000,1.1205246163934428
2019-05-22,84.629997,85.699997,82.000000,82.430000,82.430000,1596400,1.0599203186287895
2019-05-23,81.250000,81.500000,77.260002,78.760002,78.760002,2856000,1.0394615958609579
2019-05-24,80.480003,81.250000,74.199997,76.250000,76.250000,2946800,0.9481472506378326
2019-05-28,76.800003,79.389999,76.800003,77.769997,77.769997,1641300,0.9754169581556394
2019-05-29,77.000000,77.930000,73.583000,75.769997,75.769997,1512100,0.998287154195332
